STARTDATE,VOLTS,PRICE,PRICEAVG
7/26/2009 7:28:55 PM,8.846153846,134.4605556,134.5029669
7/26/2009 7:29:02 PM,4.473684211,134.4602333,134.5026933
7/26/2009 7:29:02 PM,4.473684211,134.4602333,134.5024211
7/26/2009 7:29:03 PM,4.736842105,134.4601875,134.5021524
7/26/2009 7:29:04 PM,5.263157895,134.4604412,134.5018868
7/26/2009 7:29:06 PM,4.16,134.4609706,134.5016261
7/26/2009 7:29:16 PM,6.76,134.4612368,134.501372
7/26/2009 7:29:16 PM,6.76,134.4612368,134.5011227
7/26/2009 7:29:16 PM,6.76,134.4612368,134.5008765
7/26/2009 7:29:17 PM,6.84,134.46155,134.5006334
7/26/2009 7:29:19 PM,8.6,134.4617273,134.500395
7/26/2009 7:29:19 PM,8.6,134.4617273,134.5001607
7/26/2009 7:29:20 PM,9.16,134.4622917,134.4999292
7/26/2009 7:29:20 PM,9.16,134.4622917,134.4997038
7/26/2009 7:29:26 PM,10.64,134.4619,134.4994811
7/26/2009 7:29:26 PM,10.64,134.4619,134.4992587
7/26/2009 7:29:26 PM,10.64,134.4619,134.499039
7/26/2009 7:29:27 PM,10.72,134.4621154,134.4988218
7/26/2009 7:29:29 PM,11.12,134.4626429,134.4984005
7/26/2009 7:29:29 PM,11.12,134.4626429,134.4986084
7/26/2009 7:29:34 PM,11.88,134.4632241,134.498195
7/26/2009 7:29:34 PM,11.88,134.4632241,134.4979951
7/26/2009 7:29:35 PM,12.48,134.4637333,134.4977976
7/26/2009 7:29:35 PM,12.48,134.4637333,134.4976051
7/26/2009 7:29:36 PM,13.28,134.46425,134.4974148
7/26/2009 7:29:36 PM,13.28,134.46425,134.4972296
7/26/2009 7:29:37 PM,14.08,134.4647059,134.4968677
7/26/2009 7:29:37 PM,14.08,134.4647059,134.4970463
7/26/2009 7:29:38 PM,14.72,134.4652429,134.4966909
7/26/2009 7:29:38 PM,14.72,134.4652429,134.4965191
7/26/2009 7:29:48 PM,15.04,134.4659118,134.4963491
7/26/2009 7:29:48 PM,15.04,134.4659118,134.4961846
7/26/2009 7:29:51 PM,15.38461538,134.4662778,134.4960218
7/26/2009 7:29:51 PM,15.38461538,134.4662778,134.4958628
7/26/2009 7:29:53 PM,15.69230769,134.4674722,134.4957054
7/26/2009 7:29:53 PM,15.69230769,134.4674722,134.495556
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4951486
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4946454
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4947692
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4948944
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4952777
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4954082
7/26/2009 7:30:01 PM,15.34042553,134.4704881,134.4950209
7/26/2009 7:30:02 PM,16.40425532,134.4709432,134.4945227
7/26/2009 7:30:02 PM,16.40425532,134.4709432,134.4944036
7/26/2009 7:30:03 PM,19.43589744,134.4724651,134.4942857
7/26/2009 7:30:10 PM,19.05128205,134.4733415,134.4941766
7/26/2009 7:30:16 PM,19.17948718,134.4736071,134.4939559
7/26/2009 7:30:20 PM,16.43589744,134.4755405,134.4937214
7/26/2009 7:30:42 PM,15.5483871,134.4828571,134.4934999
7/26/2009 7:30:42 PM,15.5483871,134.4828571,134.4933342
7/26/2009 7:30:44 PM,15.5483871,134.4835227,134.493173
7/26/2009 7:30:49 PM,15.25806452,134.4852857,134.4930223
7/26/2009 7:31:00 PM,15.79310345,134.4878947,134.4928954
7/26/2009 7:31:00 PM,15.79310345,134.4878947,134.4927845
7/26/2009 7:31:01 PM,15.06349206,134.48765,134.4926758
7/26/2009 7:31:02 PM,5.793650794,134.4896,134.492566
7/26/2009 7:31:02 PM,5.793650794,134.4896,134.4924642
7/26/2009 7:31:03 PM,5.3,134.4909643,134.4923577
7/26/2009 7:31:05 PM,5.06,134.4905357,134.4922556
7/26/2009 7:31:24 PM,4.54,134.491,134.4920537
7/26/2009 7:31:24 PM,4.54,134.491,134.4921512
7/26/2009 7:31:25 PM,4.7,134.4908667,134.4919562
7/26/2009 7:31:25 PM,4.7,134.4908667,134.4918586
7/26/2009 7:31:26 PM,4.86,134.4907647,134.4917609
7/26/2009 7:31:26 PM,4.86,134.4907647,134.49168
7/26/2009 7:33:39 PM,4,134.495,134.491599
7/26/2009 7:33:39 PM,4,134.495,134.4915392
7/26/2009 7:33:45 PM,4.111111111,134.4935,134.4915092
7/26/2009 7:34:00 PM,5.9,134.4919,134.4914714
7/26/2009 7:34:00 PM,5.9,134.4919,134.4914196
7/26/2009 7:34:11 PM,5.5625,134.4917857,134.4913091
7/26/2009 7:34:11 PM,5.5625,134.4917857,134.4913646
7/26/2009 7:34:17 PM,5.8125,134.4916111,134.491233
7/26/2009 7:34:17 PM,5.8125,134.4916111,134.491156
7/26/2009 7:34:18 PM,6.625,134.4917,134.4910791
7/26/2009 7:34:19 PM,5.238095238,134.4905909,134.4909865
7/26/2009 7:34:20 PM,4.75,134.4893333,134.4908847
7/26/2009 7:34:38 PM,4.916666667,134.4885769,134.4907773
7/26/2009 7:34:39 PM,5.166666667,134.4876429,134.4906569
7/26/2009 7:35:00 PM,3.672727273,134.4835,134.4905313
7/26/2009 7:35:00 PM,3.672727273,134.4835,134.4903849
7/26/2009 7:35:13 PM,3.260869565,134.4790455,134.4902386
7/26/2009 7:35:13 PM,3.260869565,134.4790455,134.4900838
7/26/2009 7:35:15 PM,4.304347826,134.4780385,134.489929
7/26/2009 7:35:15 PM,4.304347826,134.4780385,134.4897692
7/26/2009 7:35:20 PM,7.8,134.4736,134.4896094
7/26/2009 7:35:29 PM,8.4,134.4737727,134.4894274
7/26/2009 7:35:29 PM,8.4,134.4737727,134.4892463
7/26/2009 7:35:30 PM,8.636363636,134.4743333,134.4890638
7/26/2009 7:35:32 PM,9.181818182,134.4739615,134.4888841
7/26/2009 7:36:41 PM,2.153846154,134.482,134.4887026
7/26/2009 7:36:41 PM,2.153846154,134.482,134.4885612
7/26/2009 7:36:42 PM,2.428571429,134.48525,134.4882947
7/26/2009 7:36:42 PM,2.428571429,134.48525,134.4884198
7/26/2009 7:36:46 PM,2.533333333,134.4868333,134.4881696
7/26/2009 7:36:46 PM,2.533333333,134.4868333,134.4880525
7/26/2009 7:36:50 PM,2.8,134.487625,134.4879411
7/26/2009 7:36:50 PM,2.8,134.487625,134.4878337
7/26/2009 7:37:04 PM,3.066666667,134.4881,134.4877264
7/26/2009 7:37:04 PM,3.066666667,134.4881,134.4876214
7/26/2009 7:37:08 PM,3.333333333,134.4884167,134.4874119
7/26/2009 7:37:08 PM,3.333333333,134.4884167,134.4875163
7/26/2009 7:37:11 PM,3.6,134.4886429,134.4872074
7/26/2009 7:37:11 PM,3.6,134.4886429,134.4873076
7/26/2009 7:37:21 PM,3.6,134.4887667,134.4871043
7/26/2009 7:37:22 PM,4.5,134.4899211,134.4870019
7/26/2009 7:37:22 PM,4.5,134.4899211,134.4869023
7/26/2009 7:37:22 PM,4.5,134.4899211,134.48679
7/26/2009 7:37:22 PM,4.5,134.4899211,134.4866777
7/26/2009 7:37:23 PM,8.214285714,134.4910217,134.4863399
7/26/2009 7:37:23 PM,8.214285714,134.4910217,134.4862212
7/26/2009 7:37:23 PM,8.214285714,134.4910217,134.4864586
7/26/2009 7:37:23 PM,8.214285714,134.4910217,134.4865654
7/26/2009 7:37:24 PM,11.92857143,134.4917963,134.485869
7/26/2009 7:37:24 PM,11.92857143,134.4917963,134.4856471
7/26/2009 7:37:24 PM,11.92857143,134.4917963,134.4854253
7/26/2009 7:37:24 PM,11.92857143,134.4917963,134.4861025
7/26/2009 7:37:25 PM,15.64285714,134.492371,134.4852105
7/26/2009 7:37:25 PM,15.64285714,134.492371,134.4850029
7/26/2009 7:37:25 PM,15.64285714,134.492371,134.4847929
7/26/2009 7:37:25 PM,15.64285714,134.492371,134.484583
7/26/2009 7:37:29 PM,16.35714286,134.4928939,134.4841688
7/26/2009 7:37:29 PM,16.35714286,134.4928939,134.4843746
7/26/2009 7:37:31 PM,16.39285714,134.4930588,134.4839639
7/26/2009 7:37:50 PM,23.63157895,134.4950333,134.4837599
7/26/2009 7:37:50 PM,23.63157895,134.4950333,134.4835664
7/26/2009 7:37:57 PM,15.06060606,134.4965667,134.4833729
7/26/2009 7:37:57 PM,15.06060606,134.4965667,134.4831865
7/26/2009 7:37:58 PM,14.225,134.4989848,134.4830015
7/26/2009 7:37:58 PM,14.225,134.4989848,134.4828331
7/26/2009 7:37:58 PM,14.225,134.4989848,134.4826647
7/26/2009 7:37:59 PM,13.65909091,134.5005571,134.4824962
7/26/2009 7:37:59 PM,13.65909091,134.5005571,134.4823472
7/26/2009 7:38:00 PM,12.30188679,134.5034737,134.4821982
7/26/2009 7:38:00 PM,12.30188679,134.5034737,134.4820638
7/26/2009 7:38:00 PM,12.30188679,134.5034737,134.4819387
7/26/2009 7:38:01 PM,12.69811321,134.5043205,134.4818254
7/26/2009 7:38:03 PM,10.01470588,134.50565,134.4817305
7/26/2009 7:38:07 PM,10.35714286,134.5100366,134.4816577
7/26/2009 7:38:07 PM,10.35714286,134.5100366,134.4816499
7/26/2009 7:38:07 PM,10.35714286,134.5100366,134.481642
7/26/2009 7:38:08 PM,9.457831325,134.5125,134.4816342
7/26/2009 7:38:08 PM,9.457831325,134.5125,134.4816387
7/26/2009 7:38:10 PM,9.771084337,134.5160116,134.4816919
7/26/2009 7:38:10 PM,9.771084337,134.5160116,134.4816431
7/26/2009 7:38:11 PM,9.367816092,134.5173864,134.4817408
7/26/2009 7:38:16 PM,9.5,134.5199419,134.4817964
7/26/2009 7:38:17 PM,9.295454545,134.5212727,134.4818677
7/26/2009 7:38:33 PM,5.1875,134.5437,134.4819625
7/26/2009 7:38:35 PM,5.12195122,134.5451538,134.4821695
7/26/2009 7:38:39 PM,5.43902439,134.5470714,134.4823848
7/26/2009 7:38:39 PM,5.43902439,134.5470714,134.4826329
7/26/2009 7:38:42 PM,5.695121951,134.5493387,134.4834264
7/26/2009 7:38:42 PM,5.695121951,134.5493387,134.4828845
7/26/2009 7:38:42 PM,5.695121951,134.5493387,134.4831555
7/26/2009 7:38:43 PM,5.695121951,134.550125,134.4837168
7/26/2009 7:39:03 PM,6.90625,134.5687381,134.4844254
7/26/2009 7:39:03 PM,6.90625,134.5687381,134.4840151
7/26/2009 7:39:13 PM,5.285714286,134.5735769,134.4848356
7/26/2009 7:39:14 PM,8.5,134.574375,134.48527
7/26/2009 7:39:14 PM,8.5,134.574375,134.4857084
7/26/2009 7:39:14 PM,8.5,134.574375,134.4861525
7/26/2009 7:39:15 PM,6.523809524,134.5756667,134.4865965
7/26/2009 7:39:15 PM,6.523809524,134.5756667,134.487049
7/26/2009 7:39:16 PM,7.142857143,134.5776905,134.4879701
7/26/2009 7:39:16 PM,7.142857143,134.5776905,134.4884434
7/26/2009 7:39:16 PM,7.142857143,134.5776905,134.4875035
7/26/2009 7:39:50 PM,5.576923077,134.58125,134.4889166
7/26/2009 7:39:51 PM,6.038461538,134.5828571,134.4894105
7/26/2009 7:39:51 PM,6.038461538,134.5828571,134.4899258
7/26/2009 7:39:52 PM,6.2,134.5856176,134.4904411
7/26/2009 7:39:52 PM,6.2,134.5856176,134.4909702
7/26/2009 7:39:52 PM,6.2,134.5856176,134.4915033
7/26/2009 7:39:54 PM,6.485714286,134.5863889,134.4920405
7/26/2009 7:39:59 PM,5.7,134.5876053,134.4925877
7/26/2009 7:40:00 PM,6.048780488,134.5897857,134.4937076
7/26/2009 7:40:00 PM,6.048780488,134.5897857,134.4931409
7/26/2009 7:40:11 PM,5.276595745,134.59265,134.4942811
7/26/2009 7:40:13 PM,5.175257732,134.5936429,134.4948688
7/26/2009 7:40:15 PM,5.971014493,134.5985556,134.4954615
7/26/2009 7:40:19 PM,3.938461538,134.6032857,134.4960837
7/26/2009 7:40:23 PM,4.030769231,134.6037667,134.4967296
7/26/2009 7:40:34 PM,4.184615385,134.604375,134.4973795
7/26/2009 7:40:36 PM,4,134.6052059,134.4980426
7/26/2009 7:40:41 PM,4.142857143,134.6057222,134.49871
7/26/2009 7:40:42 PM,4.450704225,134.6064474,134.4993799
7/26/2009 7:40:44 PM,3.425531915,134.60775,134.5000535
7/26/2009 7:40:49 PM,3.510638298,134.6087857,134.5007351
